Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"","","5000","5000","5000"," 36 months","  5.32%","150.58","A","A1","Production Manager","9 years","OWN","105000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","112xx","NY","13.04","0","Sep-2000","0","","","10","0","5695","17.8%","21","f","4352.21","4352.21","757.33","757.33","647.79","109.54","0.0","0.0","0.0","Sep-2017","150.58","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","365117","0","3","0","1","14","13121","33","1","1","5695","26","32000","0","0","1","2","36512","26305","17.8","0","0","152","198","12","12","3","12","","12","","0","1","1","5","7","7","5","11","1","10","0","0","0","1","100","0","0","0","467895","18816","32000","40001","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 60 months"," 16.99%","372.71","D","D1","Manager","6 years","RENT","40000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","945xx","CA","17.61","0","Jan-2012","0","","","10","0","9536","44.1%","14","w","14175.30","14175.30","1835.23","1835.23","824.70","1010.53","0.0","0.0","0.0","Sep-2017","372.71","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","10391","2","1","0","1","15","855","24","3","5","3414","41","21600","1","0","1","6","1039","4030","60.5","0","0","62","40","1","1","0","4","","11","","0","2","6","3","3","5","9","9","6","10","0","0","0","3","100","33.3","0","0","25160","10391","10200","3560","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10325","10325","10325"," 36 months"," 19.99%","383.67","D","D4","Office Manager","10+ years","RENT","41000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","189xx","PA","16.51","0","Nov-1999","0","66","","7","0","8262","61.2%","9","w","9230.78","9230.78","1895.42","1895.42","1094.22","801.20","0.0","0.0","0.0","Sep-2017","383.67","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","21367","1","1","0","1","21","13105","71","1","4","3800","67","13500","0","0","0","5","3052","4674","61.1","0","0","140","208","2","2","0","2","","15","","0","4","5","5","5","2","6","7","5","7","0","0","0","1","88.9","80","0","0","32082","21367","12000","18582","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 11.49%","197.83","B","B5","","n/a","MORTGAGE","35000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","857xx","AZ","25.79","0","Aug-1992","1","43","","5","0","669","95.6%","25","w","5284.85","5284.85","981.49","981.49","715.15","266.34","0.0","0.0","0.0","Sep-2017","197.83","Oct-2017","Sep-2017","0","75","1","JOINT","43000","24","Verified","0","0","121454","1","1","2","4","10","12298","91","1","1","280","92","700","2","0","1","6","24291","20","93.3","0","0","126","295","6","6","4","107","","6","43","0","1","2","1","2","14","2","7","2","5","0","0","0","4","84","100","0","0","126656","12967","300","13456","14846","Aug-1992","0","4","4","102","1","7","0","0","75","N","","","","","","","","","","","","","",""
"","","21000","21000","20950"," 36 months"," 10.49%","682.46","B","B2","","n/a","MORTGAGE","75000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","945xx","CA","19.25","4","Aug-1989","0","7","","7","0","26908","82.3%","16","f","18461.58","18417.62","3406.18","3398.07","2538.42","867.76","0.0","0.0","0.0","Sep-2017","682.46","Oct-2017","Sep-2017","0","7","1","INDIVIDUAL","","","","0","0","482056","0","1","0","0","46","13673","40","0","0","8391","61","32700","0","3","0","0","68865","1409","85.6","0","0","70","331","39","39","2","184","9","","9","2","1","5","1","5","2","5","12","5","7","0","0","1","0","73.3","100","0","0","681872","40581","9800","34172","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8000","8000","8000"," 36 months"," 12.74%","268.56","C","C1","Truck driver","3 years","MORTGAGE","69500","Not Verified","Mar-2017","Current","n","","","other","Other","797xx","TX","20","0","Jul-2013","0","","","8","0","2573","9.1%","11","w","7062.16","7062.16","1351.3","1351.30","937.84","413.46","0.0","0.0","0.0","Sep-2017","268.56","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","221178","2","2","1","4","10","55613","88","1","1","824","49","28200","1","1","6","6","27647","17828","7.6","0","0","44","34","5","5","1","5","","5","","0","3","4","3","3","5","5","5","4","8","0","0","0","3","100","0","0","0","257733","58186","19300","65603","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","7000","7000","7000"," 36 months"," 11.44%","230.64","B","B4","Sales Associate","10+ years","RENT","34800","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","322xx","FL","25.52","0","Sep-2001","0","73","116","6","1","8193","92.1%","8","w","6164.69","6164.69","1177.67","1177.67","835.31","342.36","0.0","0.0","0.0","Sep-2017","230.64","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","18662","1","2","1","1","8","10469","58","1","1","3853","69","8900","0","0","1","2","3110","707","92.1","0","0","186","54","3","3","0","3","","12","","0","3","3","4","4","4","4","4","3","6","0","0","0","2","87.5","75","1","0","27064","18662","8900","18164","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4200","4200","4200"," 36 months","  7.24%","130.15","A","A3","","n/a","RENT","16006","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","060xx","CT","16.43","0","Jul-2003","0","","","7","0","4560","24.4%","13","w","3669.59","3669.59","652.44","652.44","530.41","122.03","0.0","0.0","0.0","Sep-2017","130.15","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","4560","0","0","0","0","29","0","","0","1","2664","24","18700","2","1","3","1","651","13403","23.4","0","0","29","164","14","14","0","27","","3","","0","5","7","5","7","2","7","11","7","7","0","0","0","0","100","0","0","0","18700","4560","17500","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","7500","7500","7450"," 36 months"," 11.49%","247.29","B","B5","Assembler/Trainer","10+ years","RENT","41600","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","921xx","CA","5.19","0","Dec-1994","0","","","2","0","6718","97.4%","3","f","6605.64","6561.60","1253.21","1244.86","894.36","358.85","0.0","0.0","0.0","Sep-2017","247.29","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","6718","0","0","0","0","","0","","0","0","4375","97","6900","1","0","0","0","3359","182","97.4","0","0","","267","34","34","0","34","","23","","0","2","2","2","2","0","2","3","2","2","0","0","0","0","100","100","0","0","6900","6718","6900","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 12.74%","201.42","C","C1","Gardener","9 years","MORTGAGE","28000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","176xx","PA","29.4","0","Mar-2009","0","","","6","0","10714","84%","11","w","5296.62","5296.62","998.61","998.61","703.38","295.23","0.0","0.0","0.0","Sep-2017","201.42","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","138609","1","2","0","1","16","20498","75","0","1","6536","84","12700","1","0","4","3","23101","5600","93","0","0","96","60","22","4","1","22","","5","","0","2","3","2","2","6","3","4","3","6","","0","0","1","100","100","0","0","148044","31212","11200","27436","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6400","6400","6400"," 36 months"," 13.99%","218.71","C","C3","Accounting","6 years","RENT","50000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","026xx","MA","17.79","0","Mar-2002","0","48","","7","0","4146","39.1%","10","w","5662.52","5662.52","1083.6","1083.60","737.48","346.12","0.0","0.0","0.0","Sep-2017","218.71","Oct-2017","Sep-2017","0","48","1","INDIVIDUAL","","","","0","0","9260","2","1","0","1","14","5114","84","2","3","4146","55","10600","0","0","1","4","1323","3954","51.2","0","0","180","63","2","2","0","2","","12","","1","1","1","3","4","3","6","7","1","7","0","0","0","2","90","33.3","0","0","16700","9260","8100","6100","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 36 months","  6.99%","370.48","A","A2","Product Manager","3 years","RENT","80000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","840xx","UT","14.71","0","Jul-2008","0","","","15","0","13982","25.7%","21","w","10479.49","10479.49","1843.08","1843.08","1520.51","322.57","0.0","0.0","0.0","Sep-2017","370.48","Oct-2017","Sep-2017","1","","1","INDIVIDUAL","","","","0","53","39545","0","9","0","0","28","25563","59","0","0","7744","40","54500","0","3","1","0","2636","34065","23.4","0","0","102","104","26","26","0","40","","7","","0","2","3","4","4","11","6","10","3","15","0","0","0","0","100","25","0","0","97964","39545","44500","43464","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","11000","11000","11000"," 60 months"," 11.39%","241.32","B","B3","Vice President","1 year","MORTGAGE","160000","Source Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","064xx","CT","21.56","0","Jul-2002","1","","","10","0","33735","35.4%","23","w","0.00","0.00","11359.026785738","11359.03","11000.00","359.03","0.0","0.0","0.0","Jul-2017","10890.31","","Jul-2017","0","","1","INDIVIDUAL","","","","0","0","343223","0","3","2","4","7","87914","81","0","1","9943","51","95300","2","2","7","5","34322","58577","35","0","0","139","176","14","7","3","34","","1","","0","4","5","5","6","9","6","11","5","10","0","0","0","2","100","20","0","0","447846","121649","90100","103996","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months","  8.24%","188.69","B","B1","Surgical tech","10+ years","RENT","60000","Not Verified","Mar-2017","Current","n","","","other","Other","890xx","NV","29.8","0","Feb-1997","0","","","13","0","17699","36%","35","w","5252.35","5252.35","937.96","937.96","747.65","190.31","0.0","0.0","0.0","Sep-2017","188.69","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","63252","2","2","2","3","2","45553","50","0","2","6521","39","49100","3","0","4","5","5271","7895","63.9","0","0","147","241","16","2","0","18","","2","","0","5","8","5","10","12","11","23","8","13","0","0","0","2","100","0","0","0","101036","63252","21900","51936","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12800","12800","12800"," 60 months"," 16.99%","318.05","D","D1","Custodian","1 year","MORTGAGE","30000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","123xx","NY","10.88","0","Nov-2000","1","44","","9","0","9498","32.5%","19","w","12096.30","12096.30","1566.09","1566.09","703.70","862.39","0.0","0.0","0.0","Sep-2017","318.05","Oct-2017","Sep-2017","0","44","1","INDIVIDUAL","","","","0","0","54175","2","0","0","0","25","0","","1","1","2688","33","29200","0","2","1","2","6019","12984","36","0","0","145","196","2","2","2","2","","2","","1","5","6","7","7","7","8","10","6","9","0","0","0","2","94.7","14.3","0","0","75200","9498","20300","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3000","3000","3000"," 36 months","  7.24%","92.97","A","A3","Inside Sales","10+ years","MORTGAGE","58000","Not Verified","Mar-2017","Fully Paid","n","","","home_improvement","Home improvement","240xx","VA","27.27","0","Dec-2001","0","","","13","0","5282","17%","40","w","0.00","0.00","3060.5741239472","3060.57","3000.00","60.57","0.0","0.0","0.0","Jul-2017","2877.04","","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","153194","1","4","0","0","29","36535","48","1","2","1419","39","31100","0","4","2","2","12766","11896","20.7","0","0","143","183","1","1","2","22","","9","","0","3","5","5","11","18","8","20","5","13","0","0","0","1","100","25","0","0","236969","41817","15000","76320","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","35000","35000","35000"," 60 months"," 11.49%","769.57","B","B5","Registered Nurse","10+ years","MORTGAGE","144000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","890xx","NV","26.39","0","Oct-1998","0","","","14","0","34761","64%","28","w","32785.78","32785.78","3803.17","3803.17","2214.22","1588.95","0.0","0.0","0.0","Sep-2017","769.57","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","251757","0","3","1","2","8","51712","69","1","3","10786","64","54100","0","1","1","7","17982","5086","74","0","0","156","221","8","8","3","8","","9","","0","7","9","9","9","11","9","14","9","14","","0","0","2","100","57.1","0","0","306025","86473","35600","75140","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","24000","24000","24000"," 36 months","  5.32%","722.76","A","A1","Tax Manager","10+ years","MORTGAGE","170000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","750xx","TX","17.64","0","Sep-1981","0","","","28","0","117602","52%","48","w","20890.75","20890.75","3599.61","3599.61","3109.25","490.36","0.0","0.0","0.0","Sep-2017","722.76","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","304091","0","1","0","1","17","21674","79","0","2","17686","52","224010","1","1","0","4","10860","9634","58","0","0","63","426","23","17","3","23","","17","","0","18","26","26","26","4","26","43","23","28","","0","0","0","100","38.9","0","0","430010","139276","173410","27500","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","20000","20000","20000"," 60 months"," 15.99%","486.26","C","C5","Paralegal","10+ years","MORTGAGE","64000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","210xx","MD","25.67","0","Jul-2000","0","","","19","0","30739","59.2%","32","w","18871.52","18871.52","2395.77","2395.77","1128.48","1267.29","0.0","0.0","0.0","Sep-2017","486.26","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","259759","1","1","0","1","16","6495","60","3","3","3558","59","51900","0","2","1","5","13672","6410","54.2","0","0","151","200","4","4","3","10","","10","","0","4","16","4","7","6","17","23","16","19","0","0","0","3","100","0","0","0","289465","37234","14000","10800","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months","  8.24%","314.48","B","B1","Corporal- Detention Officer","10+ years","OWN","46000","Source Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","793xx","TX","27.37","0","Mar-2006","0","","","10","0","10131","38.1%","23","w","8753.94","8753.94","1563.24","1563.24","1246.06","317.18","0.0","0.0","0.0","Sep-2017","314.48","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","13343","0","2","0","0","33","3212","9","1","3","6003","21","26600","0","0","0","3","1483","469","95.6","0","0","120","125","9","9","1","9","","","","0","3","3","3","4","9","8","13","3","10","0","0","0","1","100","100","0","0","62290","13343","10600","35690","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14000","14000","14000"," 60 months"," 12.74%","316.69","C","C1","Regional Account Rep","6 years","RENT","45000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","731xx","OK","18.75","0","Jun-1996","0","","","4","0","11287","94.1%","12","w","13141.68","13141.68","1563.63","1563.63","858.32","705.31","0.0","0.0","0.0","Sep-2017","316.69","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","34280","0","1","0","1","19","22993","83","0","0","7821","86","12000","0","1","0","1","11427","713","94.1","0","0","168","249","100","19","0","149","","19","","0","2","2","2","4","4","3","8","2","4","0","0","0","0","100","100","0","0","39744","34280","12000","27744","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","5000","5000","5000"," 36 months"," 11.39%","164.62","B","B3","Paralegal","10+ years","MORTGAGE","90000","Not Verified","Mar-2017","Current","n","","","vacation","Vacation","797xx","TX","20.03","0","Jul-1998","1","26","","19","0","22228","33.6%","33","w","4402.97","4402.97","816.77","816.77","597.03","219.74","0.0","0.0","0.0","Sep-2017","164.62","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","188955","1","2","0","1","21","39273","71","2","5","10829","42","66200","0","1","2","7","11810","0","110.5","0","0","142","224","1","1","3","48","","1","26","0","2","8","2","3","13","16","17","8","19","0","0","0","3","93.9","50","0","0","259697","61501","11300","61497","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 60 months"," 12.74%","339.31","C","C1","Customer Care Supervisor","< 1 year","RENT","56000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","211xx","MD","20.45","0","Aug-2003","1","","","5","0","18533","60.4%","8","w","14080.38","14080.38","1675.32","1675.32","919.62","755.70","0.0","0.0","0.0","Sep-2017","339.31","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","39415","0","1","0","0","26","20882","70","0","0","10949","65","30700","0","0","3","0","9854","12167","60.4","0","0","163","117","31","26","0","35","","2","","0","2","2","3","3","2","4","6","2","5","0","0","0","0","100","0","0","0","60446","39415","30700","29746","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","36000","36000","36000"," 60 months","  7.99%","729.78","A","A5","Director at United Healthcare","10+ years","MORTGAGE","250000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","750xx","TX","9.03","0","Jun-1990","0","","","34","0","39793","23.2%","46","w","33516.74","33516.74","3632.71","3632.71","2483.26","1149.45","0.0","0.0","0.0","Sep-2017","729.78","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","408078","0","1","0","1","20","13670","55","2","8","6356","27","171800","4","0","1","9","13164","84314","31","0","0","70","138","8","8","3","8","","10","","0","13","16","20","24","4","31","38","16","34","0","0","0","2","100","5.3","0","0","583436","53543","122200","25000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 36 months"," 17.99%","578.36","D","D2","Deputy","10+ years","MORTGAGE","68000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","815xx","CO","18.09","0","Feb-1996","2","25","41","27","1","27280","51.9%","56","f","14256.01","14256.01","2875.82","2875.82","1743.99","1131.83","0.0","0.0","0.0","Sep-2017","578.36","Oct-2017","Sep-2017","0","58","1","INDIVIDUAL","","","","0","366","399200","5","1","0","0","29","7094","65","8","18","4153","54","52600","1","6","5","20","15354","12697","61.3","0","0","133","253","1","1","5","1","","2","47","1","13","21","14","19","19","25","32","21","27","0","0","0","9","91.1","50","0","0","429423","34374","32800","10987","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 36 months","  7.99%","501.31","A","A5","Shared Living Provider (Human Services)","5 years","MORTGAGE","70000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","058xx","VT","20.18","0","Jan-2004","2","63","","11","0","10169","50.8%","32","w","13999.65","13999.65","2499.46","2499.46","2000.35","499.11","0.0","0.0","0.0","Sep-2017","501.31","Oct-2017","Sep-2017","0","81","1","INDIVIDUAL","","","","0","0","154903","3","2","0","1","17","27014","72","4","4","2730","57","20000","1","3","2","6","15490","1684","72.8","0","0","148","158","4","4","4","4","64","4","64","1","2","7","3","8","10","8","18","7","11","0","0","0","4","84.4","50","0","0","188837","37183","6200","48569","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","30000","30000","30000"," 36 months"," 11.39%","987.72","B","B3","Field Marketing Manager","1 year","MORTGAGE","100000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","989xx","WA","27.28","0","Aug-2004","0","59","","22","0","13366","52.6%","50","w","26417.78","26417.78","4929.11","4929.11","3582.22","1346.89","0.0","0.0","0.0","Sep-2017","987.72","Oct-2017","Sep-2017","0","59","1","INDIVIDUAL","","","","0","1342","226061","0","12","1","3","9","100971","78","1","4","8872","74","25400","0","8","2","8","10765","5124","66.9","0","0","151","150","8","8","1","8","64","8","64","3","3","5","4","6","34","9","15","5","22","0","0","0","2","92","25","0","0","270087","114337","15500","128895","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","2000","2000","2000"," 36 months","  8.24%","62.9","B","B1","","n/a","MORTGAGE","12420","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","744xx","OK","4.73","0","Oct-2003","0","","90","7","1","868","14%","18","f","1750.77","1750.77","312.67","312.67","249.23","63.44","0.0","0.0","0.0","Sep-2017","62.9","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","868","0","0","0","0","46","0","","0","1","812","14","6200","0","1","0","1","124","688","54.1","0","0","158","161","13","13","0","31","","13","","0","1","2","2","4","5","7","13","2","7","0","0","0","0","100","50","1","0","6200","868","1500","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 60 months"," 13.99%","372.21","C","C3","General manager","6 years","RENT","92500","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","599xx","MT","19.5","0","Jun-1991","1","47","","20","0","21823","69.5%","37","w","15049.72","15049.72","1836.18","1836.18","950.28","885.90","0.0","0.0","0.0","Sep-2017","372.21","Oct-2017","Sep-2017","0","49","1","INDIVIDUAL","","","","0","523","63664","2","2","1","2","5","41841","79","2","9","5386","71","31400","3","0","4","11","3183","3398","85.2","0","0","148","309","4","4","3","12","47","5","47","3","10","14","10","16","7","18","27","14","20","0","0","0","3","89.2","70","0","0","75713","63664","22900","44313","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months","  6.99%","308.73","A","A2","Assistant professor ","6 years","RENT","125000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","075xx","NJ","16.17","0","Mar-1982","0","","46","11","1","18816","25.3%","26","w","8732.92","8732.92","1535.88","1535.88","1267.08","268.80","0.0","0.0","0.0","Sep-2017","308.73","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","69","60313","0","0","0","0","139","0","","0","0","9527","25","74300","0","1","2","0","7539","54484","25.7","0","0","139","412","60","60","1","133","","3","","0","5","5","9","16","1","10","23","5","11","0","0","0","0","100","0","0","0","117512","60313","73300","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4000","4000","4000"," 36 months"," 14.99%","138.65","C","C4","Driver","2 years","RENT","29356","Source Verified","Mar-2017","Current","n","","","other","Other","921xx","CA","17.99","0","Feb-2014","1","","","8","0","1649","10.8%","8","f","3338.90","3338.90","886.59","886.59","661.10","225.49","0.0","0.0","0.0","Sep-2017","138.65","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","6820","1","1","0","1","18","5171","50","1","5","1037","27","15300","1","0","1","6","853","9302","13.1","0","0","18","37","1","1","0","1","","5","","0","4","5","5","5","1","7","7","5","8","0","0","0","1","100","0","0","0","25643","6820","10700","10343","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15925","15925","15925"," 60 months"," 30.49%","520.04","F","F4","Business manager","3 years","RENT","65000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","917xx","CA","22.19","0","Dec-2005","0","","","7","0","20690","83.8%","16","w","15187.02","15187.02","2917.93","2917.93","737.98","2179.95","0.0","0.0","0.0","Sep-2017","520.04","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","37256","0","1","0","1","17","16566","83","0","1","8941","83","24700","0","0","0","2","5322","1384","90.8","0","0","17","135","23","17","0","54","","","","0","4","5","4","7","1","6","15","5","7","0","0","0","0","100","75","0","0","44700","37256","15100","20000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months"," 15.99%","351.53","C","C5","Account Examiner","1 year","RENT","38000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","767xx","TX","13.93","0","Sep-2005","1","","","10","0","9215","48.5%","12","w","8879.12","8879.12","1748.77","1748.77","1120.88","627.89","0.0","0.0","0.0","Sep-2017","351.53","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","11791","3","1","0","1","19","2576","51","5","6","4869","49","19000","0","0","1","7","1310","4876","63.3","0","0","19","138","3","3","1","6","","6","","0","4","5","5","5","1","9","10","5","10","0","0","0","5","100","20","0","0","24091","11791","13300","5091","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","35000","35000","35000"," 60 months"," 13.49%","805.17","C","C2","Director, Global Business Development","6 years","RENT","155000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","275xx","NC","12.03","0","Dec-1992","0","26","","13","0","35455","75.1%","23","w","32459.25","32459.25","4608.07","4608.07","2540.75","2067.32","0.0","0.0","0.0","Sep-2017","805.17","Oct-2017","Sep-2017","0","61","1","INDIVIDUAL","","","","0","0","70276","2","1","1","1","5","34821","","1","1","13031","69","47200","0","0","0","3","5406","5171","84.6","0","0","168","291","0","0","0","0","26","","26","1","5","9","6","10","5","11","16","9","13","0","0","0","2","87","66.7","0","0","87949","70276","33600","36369","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 11.49%","197.83","B","B5","journeyman","10+ years","RENT","65000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","550xx","MN","11.21","0","Jan-2014","1","","","8","0","4075","50.3%","10","f","5284.53","5284.53","981.49","981.49","715.47","266.02","0.0","0.0","0.0","Sep-2017","197.83","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","17161","3","3","2","3","3","13086","77","2","3","836","69","8100","0","4","1","6","2145","3658","28.3","0","0","38","34","2","2","0","2","","3","","0","2","4","3","3","4","5","6","4","8","0","0","0","4","100","0","0","0","25025","17161","5100","16925","","","","","","","","","","","","N","","","","","","","","","","","","","",""
